ID,InputCount,Rep1Count,Rep2Count,Rep1Fitness,Rep2Fitness,Fitness,Rep1_Preference,Rep2_Preference,Preference,strain,selected,v,f
HEFDNA,544.0,17.0,1.0,0.0246173383115,0.00153576678397,0.0130765525477,0.0294434873783,0.00180726185209,0.0155131835477,Bris07P194,18.0,0.9527658399510173,-3.3563468154968037
HEFDNV,549.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bris07P194,0.0,1.9001175804365094,-6.309918278226516
HEFDSA,514.0,1.0,3.0,0.00153259693768,0.00487620893275,0.00320440293522,0.00183305757997,0.00573823218407,0.00380149819408,Bris07P194,4.0,1.1002411461911432,-4.634728988229636
HEFDSV,442.0,1.0,0.0,0.00178225073748,0.0,0.000891125368742,0.0021316551948,0.0,0.00105717400354,Bris07P194,1.0,1.4005567349614427,-5.40042258948519
HEFEFA,583.0,2.0,0.0,0.00270241792785,0.0,0.00135120896392,0.00323221816846,0.0,0.00160298768289,Bris07P194,2.0,1.2333450607187844,-5.271288694160117
HEFEFV,526.0,1.0,0.0,0.00149763274899,0.0,0.000748816374494,0.00179123877587,0.0,0.000888347736812,Bris07P194,1.0,1.400196931825159,-5.574053367981417
HEFENA,544.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bris07P194,0.0,1.900134261003649,-6.300785794663244
HEFENV,607.0,3.0,2.0,0.00389335169341,0.00275274178082,0.00332304673712,0.00465663062324,0.00323937544494,0.00394224959388,Bris07P194,5.0,1.0666108021270997,-4.618415412738112
HEFESA,571.0,1.0,2.0,0.00137960564968,0.00292629467768,0.00215295016368,0.00165007284782,0.00344360927333,0.00255412203915,Bris07P194,3.0,1.1500476503665795,-4.962844630259907
HEFESV,531.0,0.0,4.0,0.0,0.00629346237648,0.00314673118824,0.0,0.00740602973663,0.00373308013105,Bris07P194,4.0,1.100179097866448,-4.667205576907544
HESDFA,436.0,12.0,24.0,0.0216813254853,0.0459884658979,0.0338348956916,0.0259318787918,0.054118373259,0.0401395509456,Bris07P194,36.0,0.9276147551648056,-2.4690152824513656
HESDFV,371.0,4.0,1.0,0.00849331348752,0.00225190601207,0.0053726097498,0.010158399958,0.0026500012063,0.00637371974569,Bris07P194,5.0,1.0676542373280051,-4.127134385045092
HESDNA,438.0,13.0,25.0,0.023380850999,0.0476859092739,0.0355333801364,0.0279645907519,0.0561158931243,0.0421545239937,Bris07P194,38.0,0.9262183285873716,-2.420937766945525
HESDNV,494.0,7.0,1.0,0.0111625177769,0.00169120876615,0.00642686327151,0.0133508930622,0.00199018309218,0.00762441853105,Bris07P194,8.0,1.0114307117496408,-4.007333185232471
HESDSA,425.0,1.0,6.0,0.00185354076698,0.0117946889009,0.00682411483392,0.00221692140259,0.0138797710241,0.00809569231517,Bris07P194,7.0,1.0256468164587034,-3.9749978045895347
HESDSV,331.0,0.0,3.0,0.0,0.00757211900735,0.00378605950368,0.0,0.00891072913176,0.00449153825436,Bris07P194,3.0,1.1513114468110988,-4.418840607796598
HESEFA,453.0,6.0,1.0,0.0104338387545,0.00184427622622,0.00613905749038,0.0124793588888,0.00217031003871,0.00728298420481,Bris07P194,7.0,1.025502041790134,-4.038655656361512
HESEFV,449.0,0.0,5.0,0.0,0.0093035315198,0.0046517657599,0.0,0.0109482232465,0.00551855665253,Bris07P194,5.0,1.0671882875072165,-4.31748811353631
HESENA,499.0,0.0,4.0,0.0,0.00669705114612,0.00334852557306,0.0,0.00788096551133,0.00397247605128,Bris07P194,4.0,1.1002993986183278,-4.605170185988091
HESENV,486.0,1.0,1.0,0.00162089470364,0.00171904759358,0.00166997114861,0.00193866583561,0.00202294330769,0.00198114670157,Bris07P194,2.0,1.2336861200420102,-5.08965183441448
HESESA,467.0,2.0,0.0,0.00337368233819,0.0,0.0016868411691,0.00403508178203,0.0,0.00200116021227,Bris07P194,2.0,1.2337694840884132,-5.049856007249537
HESESV,382.0,0.0,4.0,0.0,0.00874824220396,0.00437412110198,0.0,0.0102947690842,0.00518917683139,Bris07P194,4.0,1.100910364675769,-4.338597076746546
HEYDFA,443.0,25.0,37.0,0.044455689953,0.0697785865185,0.0571171382357,0.0531710833016,0.0821141457312,0.0677601107737,Bris07P194,62.0,0.9164246667435959,-1.9526898360406921
HEYDFV,426.0,1.0,1.0,0.00184918973232,0.00196116697295,0.00190517835264,0.00221171736175,0.00230786490032,0.00226018144827,Bris07P194,2.0,1.2339746523263684,-4.958171724560515
HEYDNA,447.0,2.0,2.0,0.00352463009381,0.00373806322361,0.00363134665871,0.00421562235393,0.00439888343417,0.0043079968544,Bris07P194,4.0,1.1005315414754706,-4.4953553199808844
HEYDNV,487.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bris07P194,0.0,1.9003485789461965,-6.1903154058531475
HEYDSA,461.0,1.0,2.0,0.00170879571793,0.00362454286541,0.00266666929167,0.0020437995577,0.00426529478324,0.00316356547583,Bris07P194,3.0,1.15046390078283,-4.749270529961848
HEYDSV,436.0,2.0,1.0,0.00361355424756,0.00191618607908,0.00276487016332,0.00432197979865,0.00225493221913,0.00328006469386,Bris07P194,3.0,1.1505877281377785,-4.693638833975699
HEYEFA,481.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bris07P194,0.0,1.9003740874150084,-6.1779441140506
HEYEFV,493.0,0.0,5.0,0.0,0.00847319604947,0.00423659802474,0.0,0.0099710998736,0.00502602826975,Bris07P194,5.0,1.0669903567829702,-4.410776047959867
